query_id,question_number,source,question,model,message_history,ground_truth_sparql,generated_sparql,syntax_ok,returns_results,perfect_match,gt_num_rows,gt_num_cols,gen_num_rows,gen_num_cols,arity_matching_f1,exact_match_f1,entity_set_f1,row_matching_f1,best_subset_column_f1,less_columns_flag,tool_calls_exceeded,actual_tool_calls,max_tool_calls,prompt_tokens,completion_tokens,total_tokens
LBNL_001,,,"Identify each entity that is a zone, and either has a directly associated property or is indirectly connected to a property via a RoomDomainSpace through a chain of connections.",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
SELECT DISTINCT ?zone WHERE {
  ?zone a s223:Zone .
  {
    ?zone s223:hasProperty ?prop .
  }
  UNION
  {
    ?zone (s223:connected|s223:connectedTo|s223:connectedFrom|s223:connectsThrough|s223:connectedThrough|s223:connectsAt|s223:connectsTo|s223:connectsFrom)* ?space .
    ?space a ex:RoomDomainSpace .
    ?space s223:hasProperty ?prop .
  }
}",True,True,False,353,4,50,1,0.4,0.0,0.0,0.0,0.24752475247524752,True,False,2,20,4720,878,5598
LBNL_001,,,"For each zone (target), what are the related non-writable property labels and ALC and MPC endpoint references?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX ashrae: <http://data.ashrae.org/standard223#>

SELECT ?zoneLabel ?propLabel ?alcEndpoint ?mpcEndpoint WHERE {
  ?zone a ashrae:Zone .
  OPTIONAL { ?zone rdfs:label ?zoneLabel }
  ?zone ashrae:hasProperty ?prop .
  OPTIONAL { ?prop rdfs:label ?propLabel }
  FILTER NOT EXISTS { ?prop brick:writable true }
  OPTIONAL { ?prop brick:endpoint ?alcEndpoint }
  OPTIONAL { ?prop brick:mpc_db_name ?mpcEndpoint }
}
ORDER BY ?zoneLabel ?propLabel",True,True,False,353,4,259,4,1.0,0.0,0.0,0.0,0.21875,False,False,3,20,28336,1298,29634
LBNL_001,,,"For each Zone that either has a Property directly or has a RoomDomainSpace reached by two connected steps and a contains relationship leading to a Property, what is the label of that Property and what are the external reference alc endpoint and mpc endpoint when writable is False?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ash: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX ex: <http://data.ashrae.org/standard223/data/lbnl-example-2#>

SELECT ?zone ?propLabel ?alcEndpoint ?mpcEndpoint WHERE {
  # Zones
  ?zone a ash:Zone .
  
  # Direct property case
  { ?zone ash:hasProperty ?prop . }
  UNION
  # Indirect case via two connected steps to a RoomDomainSpace that contains a property
  {
    ?zone ash:connected ?mid .
    ?mid ash:connected ?roomSpace .
    ?roomSpace a ex:RoomDomainSpace .
    ?roomSpace ash:contains ?prop .
  }
  
  # Property label
  ?prop rdfs:label ?propLabel .
  
  # External reference of the property
  ?prop ash:hasExternalReference ?extRef .
  
  # Only external references where writable is false
  ?extRef brick:writable false .
  
  # Retrieve endpoints
  ?extRef brick:endpoint ?alcEndpoint .
  ?extRef brick:mpc_db_name ?mpcEndpoint .
}
ORDER BY ?zone ?propLabel",True,False,False,353,4,0,4,1.0,0.0,0.0,0.0,0.0,False,False,7,20,32439,7445,39884
LBNL_001,,,"Which properties associated with building zones (including those linked through room domain spaces and chained connections) are read-only, and what are their labels together with the alc and mpc endpoints in their external references?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX std: <http://data.ashrae.org/standard223#>

SELECT DISTINCT ?prop ?label ?alcEndpoint ?mpcEndpoint WHERE {
  # Zones
  ?zone a std:Zone .
  # Traverse from zone to any linked property via various relationships (direct or indirect)
  ?zone (std:hasProperty|std:contains|std:hasDomainSpace|std:connectedThrough|std:connectsThrough|std:connectsAt|std:connectedTo|std:connectedFrom|std:hasConnectionPoint)* ?prop .
  
  # Restrict to property instances (observable or actuatable)
  ?prop a ?propClass .
  FILTER(?propClass IN (
    std:QuantifiableObservableProperty,
    std:QuantifiableActuatableProperty,
    std:EnumeratedObservableProperty,
    std:EnumeratedActuatableProperty
  ))
  
  # Property is read‑only: either no writable flag or explicitly false
  OPTIONAL { ?prop brick:writable ?writable . }
  FILTER(!BOUND(?writable) || ?writable = false)
  
  # Optional human‑readable label
  OPTIONAL { ?prop rdfs:label ?label . }
  
  # External reference endpoint for source ""alc""
  OPTIONAL {
    ?prop std:hasExternalReference ?extRefAlc .
    ?extRefAlc brick:source ""alc"" .
    ?extRefAlc brick:endpoint ?alcEndpoint .
  }
  
  # External reference endpoint for source ""mpc""
  OPTIONAL {
    ?prop std:hasExternalReference ?extRefMpc .
    ?extRefMpc brick:source ""mpc"" .
    ?extRefMpc brick:endpoint ?mpcEndpoint .
  }
}
ORDER BY ?prop",True,True,False,353,4,1270,4,1.0,0.0,0.0,0.0,0.01956521739130435,False,False,13,20,94205,7290,101495
LBNL_001,,,List the labels of all non-writable properties for zones and show the corresponding alc endpoint and mpc database endpoint for each.,lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX ashrae: <http://data.ashrae.org/standard223#>

SELECT DISTINCT ?propLabel ?alcEndpoint ?mpcEndpoint WHERE {
  ?zone a ashrae:Zone .
  ?zone ashrae:hasProperty ?prop .
  ?prop rdfs:label ?propLabel .
  OPTIONAL { ?prop brick:endpoint ?alcEndpoint . }
  OPTIONAL { ?prop brick:mpc_db_name ?mpcEndpoint . }
  FILTER NOT EXISTS { ?prop brick:writable true }
}
ORDER BY ?propLabel",True,True,False,353,4,6,3,0.8571428571428571,0.0,0.0,0.0,0.2,True,False,8,20,35573,4589,40162
LBNL_001,,,What alc and mpc endpoints are defined for the read-only properties of each zone?,lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rs: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?zone ?property ?alcEndpoint ?mpcEndpoint WHERE {
  # Zones
  ?zone a rs:Zone .
  # Properties attached to the zone
  ?zone rs:hasProperty ?property .
  # Read‑only: either no writable flag or explicitly false
  FILTER ( NOT EXISTS { ?property brick:writable ?w . } || ?w = false )
  # ALC and MPC endpoint names if present
  OPTIONAL { ?property brick:alc_db_name ?alcEndpoint . }
  OPTIONAL { ?property brick:mpc_db_name ?mpcEndpoint . }
}
ORDER BY ?zone ?property",True,True,False,353,4,259,4,1.0,0.0,0.0,0.0,0.25,False,False,5,20,21306,2635,23941
LBNL_001,,,How can I find the alc and mpc endpoints for zone properties that aren't editable?,lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick/>

SELECT DISTINCT ?zone ?prop ?alc ?mpc WHERE {
  ?zone a s223:Zone .
  ?zone s223:hasProperty ?prop .
  ?prop a s223:QuantifiableObservableProperty .
  OPTIONAL { ?prop brick:writable ?editable . }
  FILTER ( !BOUND(?editable) || ?editable = false )
  OPTIONAL { ?prop brick:endpoint ?alc . }
  OPTIONAL { ?prop brick:mpc_db_name ?mpc . }
}
ORDER BY ?zone ?prop
LIMIT 1000",True,True,False,353,4,122,4,1.0,0.0,0.0,0.0,0.25,False,False,13,20,305172,5860,311032
LBNL_002,,,"Identify each entity that is an AHU, and either has a directly associated property or is indirectly connected to a property via a connectable.",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","SELECT DISTINCT ?ahu ?ahuLabel WHERE {
  ?ahu a <http://data.ashrae.org/standard223#AirHandlingUnit> .
  OPTIONAL { ?ahu <http://www.w3.org/2000/01/rdf-schema#label> ?ahuLabel }
  {
    ?ahu <http://data.ashrae.org/standard223#hasProperty> ?prop .
  } UNION {
    ?ahu <http://data.ashrae.org/standard223#hasConnectionPoint> ?cp .
    ?cp <http://data.ashrae.org/standard223#hasProperty> ?prop .
  }
}",True,True,False,117,4,3,2,0.6666666666666666,0.0,0.0,0.0,0.21428571428571427,True,False,3,20,13447,1139,14586
LBNL_002,,,"For each Air Handling Unit (AHU) whose label includes 'RTU', what are the related non-writable property labels and ALC and MPC endpoint references?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","SELECT ?ahuLabel ?propLabel ?endpoint ?mpcName WHERE {
  ?ahu a <http://data.ashrae.org/standard223#AirHandlingUnit> ;
       <http://www.w3.org/2000/01/rdf-schema#label> ?ahuLabel .
  FILTER(CONTAINS(LCASE(?ahuLabel), ""rtu"")) .
  ?ahu <http://data.ashrae.org/standard223#hasProperty> ?prop .
  ?prop <http://www.w3.org/2000/01/rdf-schema#label> ?propLabel .
  OPTIONAL { ?prop <https://brickschema.org/schema/Brick/writable> ?writable . }
  FILTER ( !BOUND(?writable) || ?writable = false ) .
  OPTIONAL { ?prop <https://brickschema.org/schema/Brick/endpoint> ?endpoint . }
  OPTIONAL { ?prop <https://brickschema.org/schema/Brick/mpc_db_name> ?mpcName . }
}
ORDER BY ?ahuLabel",True,True,False,117,4,137,4,1.0,0.0,0.0,0.0,0.39285714285714285,False,False,3,20,13359,1582,14941
LBNL_002,,,"For each air handling unit whose label contains rtu, identify any connectable element it contains that observes or has property a property, or any property it has directly, and for each property give its label along with the ALC endpoint and the MPC database name from its external reference",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick#>

SELECT DISTINCT ?ahuLabel ?elemLabel ?propLabel ?endpoint ?dbName WHERE {
  # Air handling units (RTUs) whose label contains 'rtu'
  ?ahu a s223:AirHandlingUnit ;
       rdfs:label ?ahuLabel .
  FILTER(CONTAINS(LCASE(?ahuLabel), ""rtu""))
  
  # Properties directly on the AHU (treated as its own element)
  { ?ahu s223:hasProperty ?prop . BIND(?ahuLabel AS ?elemLabel) }
  UNION {
    # Elements contained in the AHU
    ?ahu s223:contains ?elem .
    ?elem rdfs:label ?elemLabel .
    # The element may observe or have a property
    { ?elem s223:observes ?prop }
    UNION { ?elem s223:hasProperty ?prop }
  }
  
  # Require a property
  ?prop rdfs:label ?propLabel .
  
  # External reference information (optional)
  OPTIONAL {
    ?prop s223:hasExternalReference ?extRef .
    OPTIONAL { ?extRef brick:endpoint ?endpoint }
    OPTIONAL { ?extRef brick:mpc_db_name ?dbName }
  }
}
ORDER BY ?ahuLabel ?elemLabel ?propLabel",True,True,False,117,4,201,5,0.8888888888888888,0.0,0.0,0.0,0.4318181818181818,False,False,4,20,20742,2709,23451
