query_id,question_number,source,question,model,message_history,ground_truth_sparql,generated_sparql,syntax_ok,returns_results,perfect_match,gt_num_rows,gt_num_cols,gen_num_rows,gen_num_cols,arity_matching_f1,exact_match_f1,entity_set_f1,row_matching_f1,best_subset_column_f1,less_columns_flag,tool_calls_exceeded,actual_tool_calls,max_tool_calls,prompt_tokens,completion_tokens,total_tokens
LBNL_001,,,"Identify each entity that is a zone, and either has a directly associated property or is indirectly connected to a property via a RoomDomainSpace through a chain of connections.",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
SELECT DISTINCT ?zone WHERE {
  ?zone a s223:Zone .
  {
    ?zone s223:hasProperty ?prop .
  } UNION {
    # traverse from zone to a RoomDomainSpace via enclosure/containment relationships
    ?zone (s223:encloses|s223:contains)* ?space .
    ?space a ex:RoomDomainSpace .
    # from that space to a property via any chain of predicates
    ?space (s223:hasProperty|s223:hasDomainSpace|s223:hasAspect|s223:hasExternalReference|s223:hasValue|s223:hasDomain|s223:hasConnectionPoint|s223:connectedTo|s223:connectedFrom|s223:connected|s223:connectedThrough|s223:connectsTo|s223:connectsFrom|s223:connectsThrough|s223:connectsAt)* ?prop .
    FILTER EXISTS { ?prop a s223:QuantifiableObservableProperty }
  }
}",True,True,False,353,4,50,1,0.4,0.0,0.0,0.0,0.24752475247524752,True,False,3,20,17056,1687,18743
LBNL_001,,,"For each zone (target), what are the related non-writable property labels and ALC and MPC endpoint references?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?zone ?zoneLabel ?propLabel ?endpoint ?mpcName WHERE {
  ?zone a s223:Zone .
  OPTIONAL { ?zone rdfs:label ?zoneLabel }
  ?zone s223:hasProperty ?prop .
  ?prop rdfs:label ?propLabel .
  FILTER NOT EXISTS { ?prop brick:writable true }
  OPTIONAL { ?prop brick:endpoint ?endpoint }
  OPTIONAL { ?prop brick:mpc_db_name ?mpcName }
}
ORDER BY ?zoneLabel ?propLabel",True,True,False,353,4,259,5,0.8888888888888888,0.0,0.0,0.0,0.46875,False,False,2,20,8664,1596,10260
LBNL_001,,,"For each Zone that either has a Property directly or has a RoomDomainSpace reached by two connected steps and a contains relationship leading to a Property, what is the label of that Property and what are the external reference alc endpoint and mpc endpoint when writable is False?",lbl/cborg-coder,,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX std: <http://data.ashrae.org/standard223#>
PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?zone ?zoneLabel ?propLabel ?alcEndpoint ?mpcEndpoint WHERE {
  ?zone a std:Zone .
  OPTIONAL { ?zone rdfs:label ?zoneLabel . }
  {
    ?zone std:hasProperty ?prop .
  } UNION {
    ?zone std:contains ?room .
    ?room a std:RoomDomainSpace .
    ?room std:connected ?step1 .
    ?step1 std:connected ?step2 .
    ?step2 std:contains ?prop .
  }
  ?prop rdfs:label ?propLabel .
  ?prop std:hasExternalReference ?ext .
  ?ext brick:writable ""False""^^xsd:string .
  OPTIONAL { ?ext brick:endpoint ?alcEndpoint . }
  OPTIONAL { ?ext brick:mpc_db_name ?mpcEndpoint . }
}
ORDER BY ?zoneLabel ?propLabel",True,True,False,353,4,259,5,0.8888888888888888,0.0,0.9283428682245709,0.8464052287581699,0.9263471731448762,False,False,10,20,384179,5936,390115
