query_id,question_number,source,question,model,ground_truth_sparql,generated_sparql,syntax_ok,returns_results,perfect_match,gt_num_rows,gt_num_cols,gen_num_rows,gen_num_cols,arity_matching_f1,exact_match_f1,entity_set_f1,row_matching_f1,best_subset_column_f1,less_columns_flag,prompt_tokens,completion_tokens,total_tokens
LBNL_001,1,human,"Identify each entity that is a zone, and either has a directly associated property or is indirectly connected to a property via a RoomDomainSpace through a chain of connections.",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>

SELECT DISTINCT ?zone
WHERE {
  ?zone a s223:Zone .
  {
    ?zone s223:hasProperty ?property .
  }
  UNION
  {
    ?zone (s223:hasDomainSpace | s223:contains | s223:hasPart | s223:occupies)+ ?room .
    ?room a s223:DomainSpace .
    ?room s223:hasProperty ?property .
  }
}",True,True,False,354,4,51,1,0.4,0.0,0.0,0.0,0.25,True,9668,926,10594
LBNL_001,2,human,"For each zone (target), what are the related non-writable property labels and ALC and MPC endpoint references?",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX brick: <https://brickschema.org/schema/Brick/>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?zone ?propertyLabel ?alcReference ?mpcReference
WHERE {
  # Select zones (DomainSpace is used in the provided graph)
  ?zone a ?zoneType .
  FILTER(?zoneType IN (s223:Zone, s223:DomainSpace))

  # Find properties associated with the zone
  ?zone s223:hasProperty ?prop .
  ?prop rdfs:label ?propertyLabel .

  # Filter for non-writable properties
  # Based on the graph, writability is stored as a string ""False"" via the 'ref:' prefix
  ?prop <https://brickschema.org/schema/Brick/writable> ""False"" .

  # Get ALC Reference (APIReference is used in the graph for external refs)
  OPTIONAL {
    ?prop s223:hasExternalReference ?alcRef .
    ?alcRef a <https://brickschema.org/schema/Brick/APIReference> .
    # In this graph, the label or a specific property might hold the reference
    ?alcRef rdfs:label ?alcReference .
  }

  # Get MPC Reference
  OPTIONAL {
    ?prop s223:hasExternalReference ?mpcRef .
    ?mpcRef <https://brickschema.org/schema/Brick/mpc_db_name> ?mpcReference .
  }
}",True,False,False,354,4,0,4,1.0,0.0,0.0,0.0,0.0,False,10568,1603,12171
LBNL_001,3,LLM_1,"For each Zone that either has a Property directly or has a RoomDomainSpace reached by two connected steps and a contains relationship leading to a Property, what is the label of that Property and what are the external reference alc endpoint and mpc endpoint when writable is False?",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?zone ?propertyLabel ?alcEndpoint ?mpcEndpoint
WHERE {
  {
    ?zone a s223:Zone .
    ?zone s223:hasProperty ?property .
  }
  UNION
  {
    ?zone a s223:Zone .
    ?zone s223:connectedTo/s223:connectedTo ?room .
    ?room a s223:RoomDomainSpace .
    ?room s223:contains ?property .
  }

  ?property a s223:Property .
  ?property rdfs:label ?propertyLabel .

  ?property s223:hasExternalReference ?extRef .
  ?extRef ref:writable ""False"" .

  OPTIONAL { ?extRef ref:alc_endpoint ?alcEndpoint . }
  OPTIONAL { ?extRef ref:mpc_db_name ?mpcEndpoint . }
}",True,True,False,354,4,260,4,1.0,0.0,0.0,0.0,0.6976232394366197,False,10699,1611,12310
LBNL_001,4,LLM_2,"Which properties associated with building zones (including those linked through room domain spaces and chained connections) are read-only, and what are their labels together with the alc and mpc endpoints in their external references?",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX s223: <http://data.ashrae.org/standard223#>

SELECT DISTINCT ?property ?label ?alc_path ?mpc_name
WHERE {
  # Identify building zones / domain spaces
  ?zone a s223:DomainSpace .

  # Traverse spatial and connection relationships to find associated entities
  ?zone (s223:contains|s223:hasPart|s223:connectedTo|s223:connectedThrough|s223:cnx|s223:hasConnectionPoint|s223:isConnectionPointOf)* ?entity .

  # Find properties associated with these entities
  ?entity (s223:hasProperty|ex1:hasProperty) ?property .

  # Filter for read-only properties based on feedback and graph patterns
  # Checking both s223:isReadOnly and the ref:writable ""False"" string found in the TTL
  {
    ?property s223:isReadOnly true .
  } UNION {
    ?property ref:writable ""False"" .
  }

  # Retrieve labels
  OPTIONAL { ?property rdfs:label ?label }

  # Retrieve external reference details (alc and mpc endpoints)
  # Checking both nested reference objects and direct property attachments
  OPTIONAL {
    ?property (s223:hasExternalReference|s223:hasReference) ?extRef .
    OPTIONAL { ?extRef ref:alc_path ?alc_path }
    OPTIONAL { ?extRef ref:mpc_db_name ?mpc_name }
  }
  OPTIONAL { ?property ref:alc_path ?alc_path }
  OPTIONAL { ?property ref:mpc_db_name ?mpc_name }
}",True,False,False,354,4,0,4,1.0,0.0,0.0,0.0,0.0,False,11313,2041,13354
LBNL_001,5,LLM_3,List the labels of all non-writable properties for zones and show the corresponding alc endpoint and mpc database endpoint for each.,google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?label ?alc_endpoint ?mpc_endpoint
WHERE {
  ?zone a s223:DomainSpace .
  ?zone s223:hasProperty ?prop .
  ?prop rdfs:label ?label .
  ?prop ref:writable ""False"" .
  OPTIONAL { ?prop ref:alc_endpoint ?alc_endpoint }
  OPTIONAL { ?prop ref:mpc_db_name ?mpc_endpoint }
}",True,False,False,354,4,0,3,0.8571428571428571,0.0,0.0,0.0,0.0,True,9911,1204,11115
LBNL_001,6,LLM_4,What alc and mpc endpoints are defined for the read-only properties of each zone?,google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?zone ?property ?alc_reference ?mpc_reference
WHERE {
  # Identify the Zone/Space
  ?zone a ?type .
  FILTER(?type IN (s223:DomainSpace, s223:Zone, s223:Space))

  # Find properties associated with the zone
  ?zone s223:hasProperty ?property .

  # Filter for read-only properties
  # Based on the provided TTL, ref:writable ""False"" is the indicator used in this specific graph
  ?property ref:writable ""False"" .

  # Navigate to external references
  # In this graph, ref:APIReference is used for MPC and labels/properties for ALC
  OPTIONAL {
    ?property s223:hasProperty ?ext_ref .
    ?ext_ref a s223:ExternalReference .
    ?ext_ref rdfs:label ?alc_reference .
  }

  OPTIONAL {
    ?property s223:hasProperty ?api_ref .
    ?api_ref a ref:APIReference .
    ?api_ref ref:mpc_db_name ?mpc_reference .
  }

  # Alternative path: direct link to APIReference as seen in the TTL snippet
  OPTIONAL {
    ?property a ref:APIReference .
    ?property ref:mpc_db_name ?mpc_reference .
  }
}",True,False,False,354,4,0,4,1.0,0.0,0.0,0.0,0.0,False,10547,1659,12206
LBNL_001,7,LLM_5,How can I find the alc and mpc endpoints for zone properties that aren't editable?,google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?target ?label ?alc_endpoint ?mpc_endpoint WHERE {
{ ?target a s223:Zone; s223:hasProperty ?prop. }
UNION
{ ?target a s223:Zone; s223:hasDomainSpace ?space .
?space a ex1:RoomDomainSpace ;
s223:connected/s223:connected/s223:contains/s223:hasProperty ?prop . }

?prop a s223:Property;
qudt:hasQuantityKind|s223:hasEnumerationKind ?quantKind;
rdfs:label ?label;
s223:hasExternalReference ?ref .

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint;
ref:writable ""False"" .
}","PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?property ?alc_reference ?mpc_reference
WHERE {
  # Identify properties associated with a Zone (DomainSpace in 223p)
  ?zone a s223:DomainSpace .
  ?zone s223:hasProperty ?property .

  # Filter for properties that are not writable
  # Based on the provided TTL, the property is ref:writable ""False""
  ?property ref:writable ""False"" .

  # Find the ALC endpoint (APIReference in the provided TTL)
  OPTIONAL {
    ?property a ?propType .
    ?alc_reference a ref:APIReference .
    # In the provided graph, we look for references associated with the property
    # Since the graph is sparse on links, we look for the APIReference type
  }

  # Find the MPC endpoint (mpc_db_name in the provided TTL)
  OPTIONAL {
    ?property ref:mpc_db_name ?mpc_reference .
  }
}",True,False,False,354,4,0,3,0.8571428571428571,0.0,0.0,0.0,0.0,True,9839,1286,11125
LBNL_002,1,human,"Identify each entity that is an AHU, and either has a directly associated property or is indirectly connected to a property via a connectable.",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","PREFIX s223: <http://data.ashrae.org/standard223#>

SELECT DISTINCT ?ahu
WHERE {
  ?ahu a s223:AHU .
  {
    # Case 1: AHU has a property directly or via a port/connection point
    ?ahu (s223:hasProperty | (s223:hasConnectionPoint|s223:hasPort)/s223:hasProperty) ?property .
  }
  UNION
  {
    # Case 2: AHU is connected to another connectable which has a property
    ?ahu s223:cnx+ ?connectable .
    ?connectable (s223:hasProperty | (s223:hasConnectionPoint|s223:hasPort)/s223:hasProperty) ?property .
  }
}",True,False,False,118,4,0,1,0.4,0.0,0.0,0.0,0.0,True,9847,1169,11016
LBNL_002,2,human,"For each Air Handling Unit (AHU) whose label includes 'RTU', what are the related non-writable property labels and ALC and MPC endpoint references?",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT DISTINCT ?ahuLabel ?propLabel ?alcRef ?mpcRef
WHERE {
  # Identify AHUs with 'RTU' in the label (case-insensitive)
  ?ahu a s223:AirHandlingUnit ;
       rdfs:label ?ahuLabel .
  FILTER(CONTAINS(LCASE(STR(?ahuLabel)), ""rtu""))

  # Navigate to properties via standard S223 relationships
  ?ahu (s223:hasProperty|s223:hasStatus|s223:hasEnumeration) ?prop .
  ?prop rdfs:label ?propLabel .

  # Filter for non-writable properties
  # Checking for s223:isWritable false or Brick's ref:writable ""False""
  {
    ?prop s223:isWritable false .
  } UNION {
    ?prop ref:writable ""False"" .
  }

  # Retrieve ALC and MPC references
  # These are often stored as properties on the S223 Property or via an ExternalReference
  OPTIONAL {
    ?prop (s223:hasExternalReference|ref:hasExternalReference)? ?ext .
    OPTIONAL { ?ext ref:alc_external_reference ?alcRef . }
    OPTIONAL { ?ext ref:mpc_db_name ?mpcRef . }
  }
}",True,False,False,118,4,0,4,1.0,0.0,0.0,0.0,0.0,False,10847,1811,12658
LBNL_002,3,LLM_1,"For each air handling unit whose label contains rtu, identify any connectable element it contains that observes or has property a property, or any property it has directly, and for each property give its label along with the ALC endpoint and the MPC database name from its external reference",google/gemini-flash,"PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ex1: <http://data.ashrae.org/standard223/data/lbnl-example-2#>
PREFIX qudt: <http://qudt.org/schema/qudt/>
PREFIX ref: <https://brickschema.org/schema/Brick/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX quantitykind: <http://qudt.org/vocab/quantitykind/>

SELECT DISTINCT ?targetLabel ?label ?alc_endpoint ?mpc_endpoint WHERE {
?target a s223:AirHandlingUnit;
rdfs:label ?targetLabel.
{
?target s223:contains ?connectable.

?connectable (s223:observes | s223:hasProperty) ?prop .
}
UNION
{
?target s223:hasProperty ?prop .
}

?prop a s223:Property;
rdfs:label ?label;
s223:hasExternalReference ?ref.

?ref ref:endpoint ?alc_endpoint;
ref:mpc_db_name ?mpc_endpoint ;
ref:writable ""False"" .

FILTER(CONTAINS(LCASE(?targetLabel), ""rtu""))

}","PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX s223: <http://data.ashrae.org/standard223#>
PREFIX ref: <https://brickschema.org/schema/Brick/>

SELECT ?ahu ?element ?property ?propLabel ?alcEndpoint ?mpcDbName
WHERE {
  ?ahu a s223:AirHandlingUnit .
  ?ahu rdfs:label ?ahuLabel .
  FILTER(CONTAINS(LCASE(STR(?ahuLabel)), ""rtu""))

  {
    ?ahu s223:contains ?element .
    ?element a s223:Connectable .
    { ?element s223:hasProperty ?property . } 
    UNION 
    { ?element s223:observes ?property . }
  }
  UNION
  {
    ?ahu s223:hasProperty ?property .
    BIND(?ahu AS ?element)
  }

  ?property rdfs:label ?propLabel .

  OPTIONAL {
    ?property s223:hasExternalReference ?extRef .
    OPTIONAL { ?extRef ref:hasExternalReference ?alcEndpoint . }
    OPTIONAL { ?extRef ref:mpc_db_name ?mpcDbName . }
  }
}",True,True,False,118,4,202,6,0.8,0.0,0.3795298726738492,0.0,0.3791425965339009,False,10864,1654,12518
